web-scraper-order,web-scraper-start-url,link,link-href,name,number,street_address,street_town,Cuisine
"1616845171-1194","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie&start=20","23 . Cafe Atmosfera","61 851 03 99","ul. Wet 2","null","Cafes , Coffee and tea"
"1616845158-1154","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie","","","3 . Chocolate Cafe","61 851 92 91","ul. Żydowska 29","null","$ Cafes , Coffee & Tea , Chocolate Shops"
"1616845189-1267","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie&start=50","60 . Cafe Prima","","Adama Mickiewicza 19","null","Bars"
"1616845165-1172","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie&start=10","11 . Lavenda Gastro & Cafe","61 852 49 95","ul. Wodna 3 / 4","null","$$ Cafes , Polish , Breakfast & Brunch"
"1616845177-1213","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie&start=30","32 . Clinic Cafe","50 996 99 81","ul. Żydowska 28","null","Cafes , Coffee and tea"
"1616845165-1174","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie&start=10","13 . Esquel Cafe Szymon Mikołajczak","","Wspólna 12 /  1","null","Coffee and tea , Cafes"
"1616845177-1221","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie&start=30","40. Cafe Farma","61 853 13 98","ul. Wrocławska 25","null","Kawiarnie, Kawa i herbata"
"1616845171-1193","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie&start=20","22 . Siesta Cafe","61 852 42 66","ul. Półwiejska 41","null","$ Coffee and Tea , Cafes , Sandwiches"
"1616845183-1234","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie&start=40","43 . Poema Cafe","61 853 05 76","ul. Water 12","null","Cafes , Coffee and tea"
"1616845194-1273","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie&start=60","66 . Fashion Cafe & Bar Maria Sułkowska Krystyna Sułkowska","","Podgórna 6","null","Bars"
"1616845220-1303","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie&start=90","96 . PHU Alex Cafe Łyskawa Confectionery Łyskawa Aleksander Łyskawa","","Literacka 43g /  3","null",""
"1616845158-1152","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie","","","1 . Cafe station","50 950 80 49","ul. Janitor 1","null","$$ Cafes , Jazz & Blues , Coffee & Tea"
"1616845177-1217","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie&start=30","36. Restauracja Cafe Ole","61 281 01 90","pl. October 20 4","null","Kawiarnie, Francuska, Polska"
"1616845189-1264","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie&start=50","57 . Cafe Akt Ewa Springer","","Ułańska 5","null","Bars"
"1616845207-1291","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie&start=80","84. Cafe Italia - P.dobski","61 866 45 23","ul. Głogowska 75","null",""
"1616845200-1284","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie&start=70","77 . Music Cafe Piotr Reszelski","","Błażeja Winklera 22 /  3","null","Theaters"
"1616845220-1299","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie&start=90","92 . Cafe Novowiejska","61 851 04 79","ul. Nowowiejskiego 6","null",""
"1616845158-1155","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie","","","4 . Cafe La Ruina","60 628 05 05","ul. Śródka 3","null","$ Cookies , Coffee and Tea , Cafes"
"1616845200-1282","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie&start=70","75 . Cafe Bar Marszałek Dariusz","61 846 44 69","Golęcińska 9","null","Bars"
"1616845171-1198","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie&start=20","27. Kawiarnia Literacka U Przyjaciół","61 851 67 95","ul Mielżyńskiego 27/29","null","$$Bary, Kawiarnie, Kawa i herbata"
"1616845158-1160","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie","","","9. Cafe Łyskawa","","Głogowska 85","null","Kawiarnie, Kawa i herbata"
"1616845200-1283","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie&start=70","76 . Poznań Palm House","61 865 89 07","ul. Jana Matejki 18","null","Botanical gardens"
"1616845194-1271","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie&start=60","64 . Fendo Cafe Jóźwiak Hanna Jóźwiak Wojciech","","December 27 7","null","Bars"
"1616845183-1232","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie&start=40","41 . Nescafe Cafe","61 847 30 36","ul. Stary Rynek 53","null","Cafes , Coffee and tea"
"1616845165-1175","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie&start=10","14 . Etno Cafe Galeria Pestka","53 777 22 18","null","null","Coffee and tea"
"1616845220-1298","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie&start=90","91 . Cybernet Cafe Jacek Mikołajczak","","Św. Marcin 23 /  4","null",""
"1616845200-1279","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie&start=70","72 . Loger Cafe U Rajców","","Stary Rynek 93","null","Bars"
"1616845177-1216","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=%C5%81%C3%B3d%C5%BA%2C%20Wielkopolskie&start=30","35 . Cafe Kawka","61 852 60 70","ul. Żydowska 26","null","$$ Cafes , Coffee & Tea"
