web-scraper-order,web-scraper-start-url,link,link-href,name,number,street_address,street_town,Cuisine
"1616844469-1032","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=10","14 . Ciacho Cafe Cukiernia Królewska Wrocław","51 403 23 60","Bulwar Ikara 17C","null","$ Bakeries , Cafes , Coffee and Tea"
"1616844503-1090","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=70","72 . Julia Cafe Arkadiusz Wasilewski","","Lipowa 21a","null",""
"1616844493-1071","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=50","53 . Internet Cafe Escape Monika Ptak","","Trzebnicka 9","null",""
"1616844463-1026","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","","8. Giselle","60 045 48 18","ul. Szewska 27","null","$$Śniadanie i brunch, Kawiarnie, Kawa i herbata"
"1616844487-1062","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=40","44 . Hekate - Cafe Bar","71 372 40 41","ul. Osobowicka 59","null",""
"1616844487-1065","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=40","47 . Cafe Uni Bogusław Łęcki Emil Jendrusin","","Uniwersytecki 11","null","Bars"
"1616844487-1061","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=40","43 . CIŻ Cafe","50 490 53 58","ul. Włodkowica 9","null","$ Coffee and Tea , Desserts , Cafes"
"1616844469-1033","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=10","15 . Bema Café","71 322 02 12","ul. Bolesława Drobnera 38","null","$ Coffee & Tea , Cafes , Bakeries"
"1616844463-1024","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","","6. Bubble Waffle Cafe","73 024 42 14","ul. Szewska 27A","null","Gofry, Kawiarnie"
"1616844493-1069","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=50","51 . Chillout Cafe Whispers","71 344 53 25","ul. Ruska 47/48a","null","Social associations"
"1616844463-1021","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","","3 . Cafe Central","71 794 96 23","ul. św. Antoniego 10","null","$ Cafes , Breakfast and Brunch , Coffee and Tea"
"1616844493-1076","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=50","58 . Walz Cafe. The Mix Company cafe","71 346 83 52","Pl. Dominikański 3","null",""
"1616844474-1043","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=20","25 . Garden Cafe","53 099 56 01","pl. Katedralny 1","null","Cafes"
