web-scraper-order,web-scraper-start-url,link,link-href,name,number,street_address,street_town,Cuisine
"1616843790-328","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=30","38. Credenc’e Pizza Rest Cafe","58 671 00 44","ul. Gen. Henryk Dąbrowskiego 8","null","$$Pizza, Śniadanie i brunch, Kawiarnie"
"1616843774-291","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","","1. Café Libertas","53 892 83 05","ul. Chlebnicka 37/38","null","$ Coffee and Tea , Breakfast and Brunch , Cakes"
"1616843774-292","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","","2 . Drukarnia Cafe","51 007 35 34","ul. Mariacka 36","null","$ Cafes"
"1616843819-372","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=80","82 . Resort Cafe","58 555 75 69","Pl. Zdrojowy 3","null",""
"1616843813-368","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=70","78 . Cafe Art Deco","58 555 01 60","Monte Cassino 9a","null","Arts and entertainment"
"1616843790-321","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=30","31 . The Old Gdansk Beer Pub & Cafe","69 422 51 00","ul. Piwna 56/57","null","$ Bars , Gastro pubs"
"1616843797-338","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=40","48. Cafe Zaścianek","58 550 05 43","ul. Haffnera 3/1a","null","$Kawiarnie"
"1616843819-375","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=80","85 . Multimedia Cafe Jarosław Kowalewski","58 551 55 62","Jana Jerzego Haffnera 48 /  6","null",""
"1616843797-340","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=40","50. Cafe Bar Rozrywkowy Ksantypa Mgr Henryk Andrukiewicz","","Piastowska 210","null","Bary"
"1616843807-356","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=60","66 . Enjoy Cafe Anna Bryczkowska","","Prof. Józefa Więckowskiego 8 /  16","null",""
"1616843807-355","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=60","65 . Mariola Cafe","58 622 28 98","ul. Bolesława Prusa 24","null","$$ Ice Cream and Frozen Yogurt"
"1616843779-305","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=10","15. Avocado","53 450 36 66","ul. Wajdeloty 25","null","$Wegańska, Kawiarnie, Wegetariańska"
"1616843819-377","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=80","87 . Gdańsk Główny Railway Station","58 721 31 73","ul. Podwale Grodzkie 2","null","Railway stations"
"1616843801-344","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=50","54 . Burdl Rock Cafe Jakub Maciołkowski","","Piecewska 2","null","Bars"
"1616843774-295","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","","5 . Coffee grounds and Mietusy","50 344 96 60","ul. Dike IV / 2","null","Cafes , Pubs"
"1616843790-325","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=30","35 . Kontrast Cafe","50 351 64 01","ul. Seaside Boulevard","null","$$ Cafes , Coffee & Tea"
"1616843813-367","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=70","77 . Cafe Marineros Andrzej Niewrzawa Jacek Kadela","","Piastów","null","$ Bars"
"1616843828-396","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=100","106. Neo Internet Cafe Ewa Miloch i Roman Kamm","","Jana Pawła Ii 1c","null",""
"1616843785-318","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=20","28. Skwerek Cafe","50 411 69 94","al. Jana Pawła II","null","$Kawa i herbata, Kawiarnie"
"1616843790-330","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=30","40. Cafe Ferber","79 101 00 05","ul. Długa 77/78","null","Kawiarnie"
"1616843807-360","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=60","70 . Rosenthal Cafe","58 741 61 30","al. Grunwaldzka 82","null",""
"1616843797-336","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=40","46 . Cafe Dziupla","50 941 71 85","ul. Bohaterów Monte Cassino 53","null","Kawa i herbata, Kawiarnie"
"1616843823-382","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=90","92 . Tomasz Bochat Cafe Blue Gdynia","","Legionów 102b / 31","null",""
"1616843801-346","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=50","56 . Dorota Zgódka Internet Cafe","","Karmelicka 1","null",""
"1616843828-392","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=100","102 . Cafe Club in the Mill Eliza Orzęcka Małgorzata Bielecka","","Marii Konopnickiej 38","null","Bars"
"1616843828-397","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=100","107. Jerzy Maroński Safita Cafe Antylia","","Żeromskiego 40","null","Kwatery prywatne"
"1616843801-350","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=50","60 . Pellowski Cafe","58 301 45 20","ul. Podwale Staromiejskie 82","null","Tourist services"
"1616843819-371","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=80","81 . Sopnet Cafe Rigall Krzysztof","","Gen. Kazimierza Pułaskiego 7a","null",""
"1616843819-376","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=80","86 . Magdalena Głuszko Cafe Y Son Artistic Agency","","Oskara Kolberga 6c /  18","null","Theaters"
"1616843790-324","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=30","34 . Fanaberia Crepes & Cafe Naleśnikarnia","78 578 17 81","ul. Świętojańska 33-35","null","$ Cafes , Coffee and Tea , Creperies"
"1616843823-385","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=90","95 . Cafe Monika","58 620 39 83","Świętojańska 32","null",""
"1616843813-362","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=70","72 . Cafe Festival","","Bohaterów Monte Cassino 6","null","Bars"
"1616843797-331","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=40","41. Cafe Bar Mon Balzac","58 682 25 25","ul. Piwna 36/39","null","$ Coffee and Tea , Breakfast and Brunch , Cafes"
"1616843790-322","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=30","32 . Jazz Cafe","60 377 73 06","ul. 401","null","Bars , Cafes"
"1616843813-361","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=70","71 . Lingua Cafe Business English","60 534 24 44","ul. Batory 6","null","Language Schools , Adult Education"
"1616843774-300","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","","10. Balsam Cafe","69 708 23 57","ul. Piwna 66","null","$$Kawiarnie, Kawa i herbata"
"1616843819-378","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=80","88 . Kamila Konieczna Sofa Cafe","","Pomorska 2","null","Bars"
"1616843790-326","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=30","36. Hard Rock Cafe","58 535 77 04","ul. Długi Targ 35/38","null","$$Amerykańska"
"1616843779-310","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=10","20. 1911 Cafe & Restaurant","58 354 94 00","ul. Grunwaldzka 4 / 6","null","$$Bary, Kawiarnie, Polska"
"1616843819-373","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=80","83 . Lux Cafe Tea Michał Busławski","","Żukczyn, Ul. Gdańska 37b","null","Bars"
"1616843790-329","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=30","39. Restauracja Rękawiczka","79 341 34 33","null","null","Polska, Bary, Kawiarnie"
"1616843801-345","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=50","55 . Cafe Nescafe","58 769 31 21","Karmelicka 1","null",""
"1616843807-351","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=60","61 . Cafe De La Presse","78 167 65 39","ul. Długi Targ 28/29","null","Tourist services"
"1616843785-312","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=20","22 . Café Polskie Smaki Restaurant","58 767 19 60","null","null","Poland , Cafes"
"1616843779-303","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=10","13. C Corner Cafe","69 786 20 07","ul. Świętojańska 78A","null","$$Kawa i herbata, Kawiarnie"
"1616843807-353","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=60","63 . Cafe Indygo","58 309 14 44","ul. Piwna 16","null","Tourist services"
"1616843790-327","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=30","37. Coco cafe club & restaurant","58 661 62 00","Washington 21","null","$$Nowoczesna europejska, Kawiarnie, Kawa i herbata"
"1616843828-394","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=100","104. Cafe Bar U Miecia Pranga Eugenia","","Zamostne 18","null","Bary"
"1616843813-364","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=70","74 . Lody & Cafe Marko","","ul. Morska 22","null","Coffee & Tea , Ice Cream & Frozen Yoghurt , Cafes"
"1616843797-332","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=40","42 . Pizza Cafe Eight","58 344 22 66","Wajdeloty 24","null","Italian"
"1616843779-301","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=10","11 . Emerald Café","50 401 86 89","ul. Władysława IV 61","null","Cafes , Breakfast and Brunch , Cookies"
"1616843797-339","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=40","49. Elite Cafe","69 360 04 00","ul. Międzymorze","null","Ciastka, Bary, Kawiarnie"
"1616843813-365","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=70","75 . Cafe Teatr","","Oskar Kolberg 16d / 2","null","Bars"
"1616843797-337","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=40","47. Plumkawka Art Cafe & Wine Bar","58 728 50 74","ul. Krótka 6","null","Wine bary, Kawiarnie"
"1616843823-387","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=90","97. Cafe Lundi","","Łąkowa 59","null","Bary"
"1616843823-384","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=90","94 . Ice Cream Cafe","","Redłowska 52","null",""
"1616843785-315","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=20","25 . Julka Cafe","58 550 72 43","ul. Morska  4","null","Cafes , Coffee and tea"
"1616843785-317","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=20","27. Café del Arte","60 270 79 61","ul. Bohaterów Monte Cassino 53","null","$Kawiarnie, Galerie sztuki, Kawa i herbata"
"1616843785-320","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=20","30. Piekarnia & Cafe Stary Rynek","","Stary Rynek Oliwski","null","Piekarnie"
"1616843785-316","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=20","26 . Café Absinthe","58 320 37 84","ul. św. Ducha 2","null","$Kawiarnie, Kluby, Cocktail bary"
"1616843823-390","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=90","100. Bar Cafe Marta - Krzysztof Marchwiński","58 675 33 37","ul. Fr. Sychty","null","Bary"
"1616843790-323","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=30","33 . Cafe Attic","58 620 30 38","Kashubian Square 7","null","Cafes , Coffee and tea"
"1616843779-309","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=10","19. Fikcja cafe","58 710 11 81","Al. Grunwaldzka  99/101","null","Kawiarnie, Kawa i herbata"
"1616843779-304","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C+Pomorskie&ns=1","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Gda%C5%84sk%2C%20Pomorskie&start=10","14. Cafe Kultura","60 807 14 47","ul. Królowej Jadwigi 7","null","$Kawiarnie, Kawa i herbata"
