web-scraper-order,web-scraper-start-url,link,link-href,name,number,street_address,street_town,Cuisine
"1616843663-246","https://www.yelp.pl/search?find_desc=cafe&find_loc=Katowice%2C%20%C5%9Al%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Katowice%2C%20%C5%9Al%C4%85skie&start=100","107 . Cafe Drink Bar Tango","32 752 05 02","św. Wojciecha 15","null","Bars"
"1616843674-260","https://www.yelp.pl/search?find_desc=cafe&find_loc=Katowice%2C%20%C5%9Al%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Katowice%2C%20%C5%9Al%C4%85skie&start=120","121 . Classic Cafe Bajar Wróblewska Barbara Zielińska Elżbieta","","Władysław Stanisław Reymont 14","null","Bars"
"1616843617-168","https://www.yelp.pl/search?find_desc=cafe&find_loc=Katowice%2C%20%C5%9Al%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Katowice%2C%20%C5%9Al%C4%85skie&start=20","29. Pierogarnia Naleśnikarnia & Cafe Jacek Placek","51 665 56 61","ul. Dobczycka 7","null","Polska, Kawiarnie, Kawa i herbata"
"1616843657-237","https://www.yelp.pl/search?find_desc=cafe&find_loc=Katowice%2C%20%C5%9Al%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Katowice%2C%20%C5%9Al%C4%85skie&start=90","98 . Cafe Espresso And Tea Bogdan Wysocki","","Bar Confederates 3","null","Groceries"
"1616843651-225","https://www.yelp.pl/search?find_desc=cafe&find_loc=Katowice%2C%20%C5%9Al%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Katowice%2C%20%C5%9Al%C4%85skie&start=80","86 . Cafe Bar Food Products Brol Tadeusz","","Karol Świerczewski 15","null","Groceries"
"1616843691-290","https://www.yelp.pl/search?find_desc=cafe&find_loc=Katowice%2C%20%C5%9Al%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Katowice%2C%20%C5%9Al%C4%85skie&start=150","151 . Verde. Pizzeria, Cafe","","Wojska Polskiego 2","null",""
"1616843674-267","https://www.yelp.pl/search?find_desc=cafe&find_loc=Katowice%2C%20%C5%9Al%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Katowice%2C%20%C5%9Al%C4%85skie&start=120","128 . Woman Cafe PL Agata Warwas","","Polish Legions 95/27","null",""
"1616843674-261","https://www.yelp.pl/search?find_desc=cafe&find_loc=Katowice%2C%20%C5%9Al%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Katowice%2C%20%C5%9Al%C4%85skie&start=120","122 . Cafe Bar Maxim Hora Elżbieta Rybka Henryk","","Dr. Rostka 2a","null","Bars"
"1616843640-200","https://www.yelp.pl/search?find_desc=cafe&find_loc=Katowice%2C%20%C5%9Al%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Katowice%2C%20%C5%9Al%C4%85skie&start=60","61 . Laundry Cafe Lubowski and Feliks","","Sikorskiego 10","null",""
"1616843623-173","https://www.yelp.pl/search?find_desc=cafe&find_loc=Katowice%2C%20%C5%9Al%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Katowice%2C%20%C5%9Al%C4%85skie&start=30","34 . Bob Klub Cafe","32 726 10 65","8 Chopin Street","null","Breweries , Italian , Mexican"
