web-scraper-order,web-scraper-start-url,link,link-href,name,number,street_address,street_town,Cuisine
"1616334607-1625","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","","5 . Bubble Waffle Cafe","73 024 42 14","ul. Szewska 27A","null","Waffles , Cafes"
"1616334607-1630","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","","10. Lulu Cafe","66 998 31 30","ul. Powstańców Śląskich 2-4","null","Kawiarnie, Śniadanie i brunch, Lody i mrożony jogurt"
"1616334644-1711","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=50","51 . Chillout Cafe Whispers","71 344 53 25","ul. Ruska 47/48a","null","Social associations"
"1616334607-1626","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","","6. Cafe Targowa","53 659 12 86","ul. Piaskowa 17","null","$Kawa i herbata, Piekarnie, Kawiarnie"
"1616334615-1642","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=10","12 . Lili Cafe","73 357 85 04","ul. Rynek 36 / 37","null","Ice Cream and Frozen Yogurt , Cafes"
"1616334622-1665","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=20","25 . Rondo Cafe","79 385 26 93","ul. Ołtaszyńska 92A / 7","null","Cookies , Ice Cream and Frozen Yoghurt , Cafes"
"1616334629-1681","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=30","31 . Parliament Cafe & Bistro","71 758 40 56","ul. Szczytnicka 28","null","Cafes , Breakfast & Brunch , Bistro"
"1616334644-1718","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=50","58 . Walz Cafe. The Mix Company cafe","71 346 83 52","Pl. Dominikański 3","null",""
"1616334637-1701","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=40","41 . Market Hall","71 343 84 57","ul. Piaskowa 17","null","$$ Agricultural fair"
"1616334615-1649","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Wroc%C5%82aw%2C%20Dolno%C5%9Bl%C4%85skie&start=10","19. Intermax Internet Cafe","71 794 05 73","ul. Psie Budy 10/11","null","Kafejki internetowe, Usługi IT i naprawa komputerów"
